beds_baths_interaction,beds,baths,longitude,latitude,beds_to_baths_ratio,street_number,month_available,daysOnMarket,PhotosNum,High School Graduate (Age 25+)_ratio,nearby_subway_stations,Monthly Housing Costs,Precinct,Per Capita Income,day_available,log_monthly_housing_costs,zip,Employed_ratio,Bachelor’s Degree (Age 25+)_ratio,Median Gross Rent,median_income_scaled,Median Home Value,hasVideo,occupied_to_vacant_ratio,propertyType_rental,propertyType_condo,crime_rate,White Alone_ratio,schools_in_precinct,price_bin,price
2.0,2,1.0,-73.97346734,40.63655323,1.0,488.0,10,37.0,15,0.1089091355465233,3,1889.0,66,49052.0,16,7.544332108053688,11218,0.4659837966120189,0.1707766169289942,1879.0,-0.2144998112174128,920900.0,1,19.323442136498517,0,0,0.9483042585557844,0.5613628304099948,21,0,2850.0
2.0,2,1.0,-73.96720007,40.63250031,1.0,1024.0,10,56.0,7,0.116272369660369,3,1697.0,70,33980.0,1,7.437206366871292,11230,0.4183832899329602,0.1555321624466729,1680.0,-0.7569784437966498,859100.0,1,13.137149917627678,1,0,1.5655475741605271,0.6261842761371821,27,0,2400.0
3.0,3,1.0,-73.97175702,40.64242667,1.5,312.0,9,68.0,20,0.1089091355465233,0,1889.0,66,49052.0,18,7.544332108053688,11218,0.4659837966120189,0.1707766169289942,1879.0,-0.2144998112174128,920900.0,1,19.323442136498517,1,0,0.9483042585557844,0.5613628304099948,21,1,3500.0
2.0,2,1.0,-73.97452733,40.63471447,1.0,715.0,9,81.0,20,0.1089091355465233,3,1889.0,66,49052.0,2,7.544332108053688,11218,0.4659837966120189,0.1707766169289942,1879.0,-0.2144998112174128,920900.0,1,19.323442136498517,1,0,0.9483042585557844,0.5613628304099948,21,0,2700.0
2.0,2,1.0,-73.98150411,40.64220907,1.0,53.0,11,65.0,10,0.1089091355465233,3,1889.0,66,49052.0,26,7.544332108053688,11218,0.4659837966120189,0.1707766169289942,1879.0,-0.2144998112174128,920900.0,1,19.323442136498517,1,0,0.9483042585557844,0.5613628304099948,21,0,2399.0
1.0,1,1.0,-74.00052276,40.67799699,0.5,530.0,12,3.0,4,0.0638955419918102,0,2493.0,76,87008.0,20,7.821643126239982,11231,0.5445929588709469,0.2579257771253445,2309.0,0.8040690392881766,1836600.0,1,11.307745030843042,1,0,0.5505709650861085,0.6450075974143037,17,1,3200.0
1.0,1,1.0,-73.99319295,40.68105721,0.5,356.0,11,5.0,5,0.0638955419918102,3,2493.0,76,87008.0,21,7.821643126239982,11231,0.5445929588709469,0.2579257771253445,2309.0,0.8040690392881766,1836600.0,1,11.307745030843042,1,0,0.5505709650861085,0.6450075974143037,17,1,3150.0
12.0,4,3.0,-73.99978007,40.67954504,1.0,496.0,1,5.0,20,0.0638955419918102,3,2493.0,76,87008.0,1,7.821643126239982,11231,0.5445929588709469,0.2579257771253445,2309.0,0.8040690392881766,1836600.0,1,11.307745030843042,1,0,0.5505709650861085,0.6450075974143037,17,2,9800.0
1.0,1,1.0,-73.99818293,40.67851025,0.5,96.0,11,6.0,6,0.0638955419918102,3,2493.0,76,87008.0,20,7.821643126239982,11231,0.5445929588709469,0.2579257771253445,2309.0,0.8040690392881766,1836600.0,1,11.307745030843042,1,0,0.5505709650861085,0.6450075974143037,17,1,3800.0
0.0,1,0.0,-73.99882831,40.67694025,1.0,496.0,12,6.0,17,0.0638955419918102,3,2493.0,76,87008.0,1,7.821643126239982,11231,0.5445929588709469,0.2579257771253445,2309.0,0.8040690392881766,1836600.0,1,11.307745030843042,1,0,0.5505709650861085,0.6450075974143037,17,1,3850.0
1.0,1,1.0,-73.99455932,40.68212775,0.5,335.0,11,7.0,6,0.0638955419918102,3,2493.0,76,87008.0,19,7.821643126239982,11231,0.5445929588709469,0.2579257771253445,2309.0,0.8040690392881766,1836600.0,1,11.307745030843042,1,0,0.5505709650861085,0.6450075974143037,17,1,3950.0
