daysOnMarket,availableFrom,street,price,borough,zip,propertyType,beds,baths,latitude,longitude,hasVideo,PhotosNum,Number of Households,Median Household Income,Per Capita Income,Total Income Distribution,Median Gross Rent,Median Home Value,Occupied Housing Units,Vacant Housing Units,"Owner-Occupied Units (value < $100,000)",Monthly Housing Costs,Precinct,schools_in_precinct,nearby_subway_stations,crime_rate,precinct_safety_rank,Median Age_ratio,Male Population_ratio,Female Population_ratio,White Alone_ratio,Black or African American Alone_ratio,Asian Alone_ratio,Hispanic or Latino_ratio,Population Below Poverty Level_ratio,Employed_ratio,Unemployed_ratio,High School Graduate (Age 25+)_ratio,Bachelor’s Degree (Age 25+)_ratio,Graduate or Professional Degree (Age 25+)_ratio,Never Married_ratio,Currently Married_ratio,Divorced_ratio
18.0,2024-11-08,24 Thayer Street #3F,2295.0,Manhattan,10040,rental,2,1.0,40.86203571,-73.92645157,1,9,16541.0,59115.0,35363.0,16541.0,1623.0,454000.0,16541.0,889.0,9.0,1597.0,34,34,6,1.1011802769995858,29,0.0009231897005933,0.475110530776808,0.524889469223192,0.281492680915401,0.0631800792614482,0.0191281240693652,0.7179117128261517,0.1788193251322933,0.4622591803541566,0.0854465901541703,0.1251231301399674,0.1531853480860422,0.014386181934804,0.1834925434678029,0.1654869081162806,0.0566055024855107
5.0,2024-12-01,200 Haven Avenue #1B,2900.0,Manhattan,10033,rental,2,1.0,40.84691885,-73.94266088,1,9,20521.0,77209.0,44492.0,20521.0,1674.0,702500.0,20521.0,1459.0,24.0,1663.0,33,19,3,0.8979932210478577,15,0.0006302055832808,0.520583876956618,0.479416123043382,0.3268212089727649,0.0715027848273747,0.0341503295804874,0.6719013472773415,0.16071945631994,0.5099385123741718,0.0662908143278091,0.1049888436579176,0.1597145339033571,0.0142903374154758,0.2277767368976852,0.1598848597366762,0.0483214389126398
5.0,2024-11-21,456 West 167th Street #4D,2850.0,Manhattan,10032,condo,1,2.0,40.83860016,-73.93699646,1,13,22285.0,56752.0,38741.0,22285.0,1519.0,593000.0,22285.0,1875.0,62.0,1515.0,33,19,9,0.8979932210478577,15,0.0006167328042328,0.5020337301587302,0.4979662698412698,0.2154100529100529,0.1686011904761905,0.0464616402116402,0.6565806878306878,0.1951719576719576,0.4801587301587302,0.0715608465608465,0.1057208994708994,0.1724867724867725,0.0160383597883597,0.2445767195767196,0.1515873015873015,0.0390046296296296
19.0,2024-11-07,609 West 186th Street #13,1850.0,Manhattan,10033,rental,1,1.0,40.8528196,-73.93189833,1,8,20521.0,77209.0,44492.0,20521.0,1674.0,702500.0,20521.0,1459.0,24.0,1663.0,34,34,6,1.1011802769995858,29,0.0006302055832808,0.520583876956618,0.479416123043382,0.3268212089727649,0.0715027848273747,0.0341503295804874,0.6719013472773415,0.16071945631994,0.5099385123741718,0.0662908143278091,0.1049888436579176,0.1597145339033571,0.0142903374154758,0.2277767368976852,0.1598848597366762,0.0483214389126398
20.0,2024-11-15,205 Pinehurst Avenue #1L,2800.0,Manhattan,10033,rental,1,1.0,40.8548073,-73.93769451,1,12,20521.0,77209.0,44492.0,20521.0,1674.0,702500.0,20521.0,1459.0,24.0,1663.0,34,34,3,1.1011802769995858,29,0.0006302055832808,0.520583876956618,0.479416123043382,0.3268212089727649,0.0715027848273747,0.0341503295804874,0.6719013472773415,0.16071945631994,0.5099385123741718,0.0662908143278091,0.1049888436579176,0.1597145339033571,0.0142903374154758,0.2277767368976852,0.1598848597366762,0.0483214389126398
20.0,2024-11-06,562 West 161st Street #3,2800.0,Manhattan,10032,rental,1,1.0,40.83592054,-73.94213551,1,8,22285.0,56752.0,38741.0,22285.0,1519.0,593000.0,22285.0,1875.0,62.0,1515.0,33,19,6,0.8979932210478577,15,0.0006167328042328,0.5020337301587302,0.4979662698412698,0.2154100529100529,0.1686011904761905,0.0464616402116402,0.6565806878306878,0.1951719576719576,0.4801587301587302,0.0715608465608465,0.1057208994708994,0.1724867724867725,0.0160383597883597,0.2445767195767196,0.1515873015873015,0.0390046296296296
20.0,2024-11-05,1505 Saint Nicholas' Avenue #5C,1750.0,Manhattan,10033,rental,1,1.0,40.85212804,-73.93207977,1,7,20521.0,77209.0,44492.0,20521.0,1674.0,702500.0,20521.0,1459.0,24.0,1663.0,34,34,6,1.1011802769995858,29,0.0006302055832808,0.520583876956618,0.479416123043382,0.3268212089727649,0.0715027848273747,0.0341503295804874,0.6719013472773415,0.16071945631994,0.5099385123741718,0.0662908143278091,0.1049888436579176,0.1597145339033571,0.0142903374154758,0.2277767368976852,0.1598848597366762,0.0483214389126398
23.0,2024-11-03,725 West 172nd Street #31,2700.0,Manhattan,10032,rental,2,1.0,40.84532096,-73.94171892,1,6,22285.0,56752.0,38741.0,22285.0,1519.0,593000.0,22285.0,1875.0,62.0,1515.0,33,19,3,0.8979932210478577,15,0.0006167328042328,0.5020337301587302,0.4979662698412698,0.2154100529100529,0.1686011904761905,0.0464616402116402,0.6565806878306878,0.1951719576719576,0.4801587301587302,0.0715608465608465,0.1057208994708994,0.1724867724867725,0.0160383597883597,0.2445767195767196,0.1515873015873015,0.0390046296296296
21.0,2024-11-01,639 West 173rd Street #7A,2550.0,Manhattan,10033,rental,1,1.0,40.84500404,-73.93924339,1,7,20521.0,77209.0,44492.0,20521.0,1674.0,702500.0,20521.0,1459.0,24.0,1663.0,33,19,6,0.8979932210478577,15,0.0006302055832808,0.520583876956618,0.479416123043382,0.3268212089727649,0.0715027848273747,0.0341503295804874,0.6719013472773415,0.16071945631994,0.5099385123741718,0.0662908143278091,0.1049888436579176,0.1597145339033571,0.0142903374154758,0.2277767368976852,0.1598848597366762,0.0483214389126398
25.0,2024-11-01,498 West 159th Street #4B,2495.0,Manhattan,10032,rental,2,1.0,40.83386137,-73.94088696,1,7,22285.0,56752.0,38741.0,22285.0,1519.0,593000.0,22285.0,1875.0,62.0,1515.0,33,19,12,0.8979932210478577,15,0.0006167328042328,0.5020337301587302,0.4979662698412698,0.2154100529100529,0.1686011904761905,0.0464616402116402,0.6565806878306878,0.1951719576719576,0.4801587301587302,0.0715608465608465,0.1057208994708994,0.1724867724867725,0.0160383597883597,0.2445767195767196,0.1515873015873015,0.0390046296296296
27.0,2024-10-30,507 West 169th Street #22,3050.0,Manhattan,10032,rental,2,1.0,40.84090772,-73.93698109,1,5,22285.0,56752.0,38741.0,22285.0,1519.0,593000.0,22285.0,1875.0,62.0,1515.0,33,19,6,0.8979932210478577,15,0.0006167328042328,0.5020337301587302,0.4979662698412698,0.2154100529100529,0.1686011904761905,0.0464616402116402,0.6565806878306878,0.1951719576719576,0.4801587301587302,0.0715608465608465,0.1057208994708994,0.1724867724867725,0.0160383597883597,0.2445767195767196,0.1515873015873015,0.0390046296296296
28.0,2024-10-29,1500 Saint Nicholas's Avenue #51,1865.0,Manhattan,10033,rental,2,1.0,40.85172427,-73.93157051,1,9,20521.0,77209.0,44492.0,20521.0,1674.0,702500.0,20521.0,1459.0,24.0,1663.0,34,34,6,1.1011802769995858,29,0.0006302055832808,0.520583876956618,0.479416123043382,0.3268212089727649,0.0715027848273747,0.0341503295804874,0.6719013472773415,0.16071945631994,0.5099385123741718,0.0662908143278091,0.1049888436579176,0.1597145339033571,0.0142903374154758,0.2277767368976852,0.1598848597366762,0.0483214389126398
28.0,2024-10-29,42 Wadsworth Terrace #1A,2725.0,Manhattan,10040,rental,1,1.0,40.85580063,-73.93139648,1,11,16541.0,59115.0,35363.0,16541.0,1623.0,454000.0,16541.0,889.0,9.0,1597.0,34,34,6,1.1011802769995858,29,0.0009231897005933,0.475110530776808,0.524889469223192,0.281492680915401,0.0631800792614482,0.0191281240693652,0.7179117128261517,0.1788193251322933,0.4622591803541566,0.0854465901541703,0.1251231301399674,0.1531853480860422,0.014386181934804,0.1834925434678029,0.1654869081162806,0.0566055024855107
28.0,2024-10-29,300 Fort Washington Avenue #4C,3300.0,Manhattan,10032,rental,2,1.0,40.84501005,-73.94024455,1,10,22285.0,56752.0,38741.0,22285.0,1519.0,593000.0,22285.0,1875.0,62.0,1515.0,33,19,6,0.8979932210478577,15,0.0006167328042328,0.5020337301587302,0.4979662698412698,0.2154100529100529,0.1686011904761905,0.0464616402116402,0.6565806878306878,0.1951719576719576,0.4801587301587302,0.0715608465608465,0.1057208994708994,0.1724867724867725,0.0160383597883597,0.2445767195767196,0.1515873015873015,0.0390046296296296
28.0,2024-10-29,14 Thayer Street #41,2295.0,Manhattan,10040,rental,2,1.0,40.86178584,-73.92629278,1,7,16541.0,59115.0,35363.0,16541.0,1623.0,454000.0,16541.0,889.0,9.0,1597.0,34,34,6,1.1011802769995858,29,0.0009231897005933,0.475110530776808,0.524889469223192,0.281492680915401,0.0631800792614482,0.0191281240693652,0.7179117128261517,0.1788193251322933,0.4622591803541566,0.0854465901541703,0.1251231301399674,0.1531853480860422,0.014386181934804,0.1834925434678029,0.1654869081162806,0.0566055024855107
29.0,2024-10-28,513 West 157th Street #1B,2800.0,Manhattan,10032,rental,2,1.0,40.83341493,-73.94276286,1,11,22285.0,56752.0,38741.0,22285.0,1519.0,593000.0,22285.0,1875.0,62.0,1515.0,33,19,9,0.8979932210478577,15,0.0006167328042328,0.5020337301587302,0.4979662698412698,0.2154100529100529,0.1686011904761905,0.0464616402116402,0.6565806878306878,0.1951719576719576,0.4801587301587302,0.0715608465608465,0.1057208994708994,0.1724867724867725,0.0160383597883597,0.2445767195767196,0.1515873015873015,0.0390046296296296
