id,price,longitude,latitude,url
4545793,3500,-74.02608987,40.61909098,https://www.streeteasy.com/rental/4545793
4522785,2900,-74.02687116,40.618196,https://www.streeteasy.com/rental/4522785
4551022,1562,-73.7650549,40.71298909,https://www.streeteasy.com/rental/4551022
4308176,1650,-73.76609985,40.71228306,https://www.streeteasy.com/rental/4308176
4596783,2300,-73.79099249,40.73764043,https://www.streeteasy.com/rental/4596783
4596782,2300,-73.79099249,40.73764043,https://www.streeteasy.com/rental/4596782
4597944,3500,-73.91856946,40.77418566,https://www.streeteasy.com/rental/4597944
4597890,2399,-73.91572487,40.77096678,https://www.streeteasy.com/rental/4597890
4597873,2750,-73.90634914,40.77338315,https://www.streeteasy.com/rental/4597873
4597723,3200,-73.91695338,40.77305093,https://www.streeteasy.com/rental/4597723
4597454,2500,-73.90193474,40.77259722,https://www.streeteasy.com/rental/4597454
4597333,2500,-73.915416,40.78106444,https://www.streeteasy.com/rental/4597333
4597267,3300,-73.91133828,40.77102387,https://www.streeteasy.com/rental/4597267
4597037,2750,-73.9133945,40.77506844,https://www.streeteasy.com/rental/4597037
4596990,3100,-73.90809631,40.77600098,https://www.streeteasy.com/rental/4596990
4596880,2900,-73.91710597,40.78098333,https://www.streeteasy.com/rental/4596880
4596816,2200,-73.91507736,40.77479247,https://www.streeteasy.com/rental/4596816
4596722,2800,-73.915416,40.78106444,https://www.streeteasy.com/rental/4596722
4596568,3000,-73.90897671,40.77662404,https://www.streeteasy.com/rental/4596568
4596541,2195,-73.91092709,40.77883234,https://www.streeteasy.com/rental/4596541
4596403,2200,-73.90497359,40.77842959,https://www.streeteasy.com/rental/4596403
4596342,2600,-73.90578429,40.77452724,https://www.streeteasy.com/rental/4596342
4596335,3150,-73.91486117,40.77161939,https://www.streeteasy.com/rental/4596335
4595964,2400,-73.91741521,40.7820293,https://www.streeteasy.com/rental/4595964
4595872,3595,-73.92179871,40.77719879,https://www.streeteasy.com/rental/4595872
4595733,2550,-73.90809631,40.77600098,https://www.streeteasy.com/rental/4595733
4595250,2200,-73.91431883,40.78065467,https://www.streeteasy.com/rental/4595250
4595187,2700,-73.9036026,40.77000046,https://www.streeteasy.com/rental/4595187
4594888,2900,-73.89733602,40.77200584,https://www.streeteasy.com/rental/4594888
4594802,2260,-73.91304836,40.78023926,https://www.streeteasy.com/rental/4594802
4594576,2500,-73.91787696,40.77360603,https://www.streeteasy.com/rental/4594576
4594402,2275,-73.90340477,40.77467074,https://www.streeteasy.com/rental/4594402
4594395,3300,-73.908143,40.776028,https://www.streeteasy.com/rental/4594395
4594364,2925,-73.89882565,40.77296233,https://www.streeteasy.com/rental/4594364
4594338,2995,-73.90833045,40.77135363,https://www.streeteasy.com/rental/4594338
4594251,2375,-73.91139504,40.78263416,https://www.streeteasy.com/rental/4594251
4594229,2600,-73.90878505,40.77420852,https://www.streeteasy.com/rental/4594229
4594209,2100,-73.91205847,40.77790823,https://www.streeteasy.com/rental/4594209
4593809,2900,-73.9096928,40.77574903,https://www.streeteasy.com/rental/4593809
4593547,2650,-73.91383855,40.7834759,https://www.streeteasy.com/rental/4593547
4593502,2250,-73.90685936,40.77256014,https://www.streeteasy.com/rental/4593502
4593411,3500,-73.90913204,40.77392334,https://www.streeteasy.com/rental/4593411
4593338,2800,-73.89956699,40.76976261,https://www.streeteasy.com/rental/4593338
4593319,2300,-73.91585634,40.77835022,https://www.streeteasy.com/rental/4593319
4593128,2500,-73.89009857,40.77259827,https://www.streeteasy.com/rental/4593128
4593097,2200,-73.90278861,40.77629785,https://www.streeteasy.com/rental/4593097
4592109,2200,-73.90340477,40.77467074,https://www.streeteasy.com/rental/4592109
4591913,2000,-73.91345888,40.77275741,https://www.streeteasy.com/rental/4591913
4591860,2100,-73.915416,40.78106444,https://www.streeteasy.com/rental/4591860
4591596,2200,-73.90809631,40.77600098,https://www.streeteasy.com/rental/4591596
4589674,2500,-73.91862636,40.7748911,https://www.streeteasy.com/rental/4589674
4589132,4300,-73.90928023,40.77380269,https://www.streeteasy.com/rental/4589132
4587628,2350,-73.8928385,40.76690751,https://www.streeteasy.com/rental/4587628
4586284,3500,-73.91379931,40.77752803,https://www.streeteasy.com/rental/4586284
4586214,3500,-73.91673759,40.7723838,https://www.streeteasy.com/rental/4586214
4585920,1800,-73.90211788,40.77572913,https://www.streeteasy.com/rental/4585920
4584627,2500,-73.89903592,40.77238886,https://www.streeteasy.com/rental/4584627
4584527,2925,-73.90731551,40.77945254,https://www.streeteasy.com/rental/4584527
4584400,3164,-73.90710584,40.77962804,https://www.streeteasy.com/rental/4584400
4584360,3415,-73.91533633,40.77272313,https://www.streeteasy.com/rental/4584360
4581734,3950,-73.91416645,40.77561522,https://www.streeteasy.com/rental/4581734
4580026,2395,-73.91081796,40.77404543,https://www.streeteasy.com/rental/4580026
4579735,4800,-73.90677556,40.77826364,https://www.streeteasy.com/rental/4579735
4579324,2900,-73.9036026,40.77000046,https://www.streeteasy.com/rental/4579324
4578244,3800,-73.91603162,40.78251961,https://www.streeteasy.com/rental/4578244
4578092,2600,-73.90579133,40.76955378,https://www.streeteasy.com/rental/4578092
4575435,4500,-73.91147015,40.77774035,https://www.streeteasy.com/rental/4575435
4574727,3395,-73.9160954,40.7777493,https://www.streeteasy.com/rental/4574727
4572937,3800,-73.90893473,40.77300095,https://www.streeteasy.com/rental/4572937
4572633,2950,-73.89682958,40.77031737,https://www.streeteasy.com/rental/4572633
4572083,5099,-73.91905861,40.7757258,https://www.streeteasy.com/rental/4572083
4570247,6000,-73.91217903,40.77683787,https://www.streeteasy.com/rental/4570247
4570234,2500,-73.90809631,40.77600098,https://www.streeteasy.com/rental/4570234
4566135,3000,-73.89242247,40.77191627,https://www.streeteasy.com/rental/4566135
4565190,2350,-73.8927002,40.76779938,https://www.streeteasy.com/rental/4565190
4563139,2950,-73.91139504,40.78263416,https://www.streeteasy.com/rental/4563139
4560711,2850,-73.89362929,40.77131629,https://www.streeteasy.com/rental/4560711
4539494,2485,-73.90155985,40.7770873,https://www.streeteasy.com/rental/4539494
4534241,3300,-73.91266151,40.78337071,https://www.streeteasy.com/rental/4534241
4525866,4000,-73.90807414,40.77394995,https://www.streeteasy.com/rental/4525866
4521193,3100,-73.90247132,40.77106611,https://www.streeteasy.com/rental/4521193
4509030,2900,-73.89070129,40.77170181,https://www.streeteasy.com/rental/4509030
4488015,4000,-73.91877903,40.7770074,https://www.streeteasy.com/rental/4488015
4596836,3750,-73.98455912,40.73830939,https://www.streeteasy.com/rental/4596836
4595962,75000,-73.98397902,40.73469172,https://www.streeteasy.com/rental/4595962
4595894,2800,-73.98305592,40.73219935,https://www.streeteasy.com/rental/4595894
4595621,4650,-73.98632797,40.73502963,https://www.streeteasy.com/rental/4595621
4595618,6600,-73.98632797,40.73502963,https://www.streeteasy.com/rental/4595618
4595119,8000,-73.97899628,40.73680115,https://www.streeteasy.com/rental/4595119
4594339,31000,-73.98519897,40.73310089,https://www.streeteasy.com/rental/4594339
4594246,2475,-73.98305592,40.73219935,https://www.streeteasy.com/rental/4594246
4594238,3350,-73.98305592,40.73219935,https://www.streeteasy.com/rental/4594238
4594111,3750,-73.98648341,40.73362982,https://www.streeteasy.com/rental/4594111
4592243,6395,-73.98437943,40.73516113,https://www.streeteasy.com/rental/4592243
4591235,14995,-73.98406219,40.73601151,https://www.streeteasy.com/rental/4591235
4591144,6500,-73.9851687,40.7385586,https://www.streeteasy.com/rental/4591144
4589412,3750,-73.98066284,40.73510567,https://www.streeteasy.com/rental/4589412
4589252,3595,-73.98634277,40.73324829,https://www.streeteasy.com/rental/4589252
4588752,5000,-73.98076679,40.73751833,https://www.streeteasy.com/rental/4588752
4588041,5600,-73.98292243,40.73214169,https://www.streeteasy.com/rental/4588041
4588007,2850,-73.98336258,40.7323284,https://www.streeteasy.com/rental/4588007
4587720,6000,-73.98179626,40.73809814,https://www.streeteasy.com/rental/4587720
4587362,6600,-73.98419952,40.73550034,https://www.streeteasy.com/rental/4587362
4587042,3450,-73.98335107,40.73508413,https://www.streeteasy.com/rental/4587042
4585886,3600,-73.9826505,40.73718926,https://www.streeteasy.com/rental/4585886
4585771,8000,-73.98417796,40.73263044,https://www.streeteasy.com/rental/4585771
4584839,7500,-73.98040009,40.73740005,https://www.streeteasy.com/rental/4584839
4584683,5800,-73.98919678,40.73450089,https://www.streeteasy.com/rental/4584683
4583880,3625,-73.98648341,40.73362982,https://www.streeteasy.com/rental/4583880
4582536,3500,-73.97944626,40.73695542,https://www.streeteasy.com/rental/4582536
4581459,5500,-73.98320007,40.73619843,https://www.streeteasy.com/rental/4581459
4580728,6750,-73.9827373,40.73644818,https://www.streeteasy.com/rental/4580728
4578626,3695,-73.9859814,40.73582008,https://www.streeteasy.com/rental/4578626
4577937,3500,-73.98653334,40.73654201,https://www.streeteasy.com/rental/4577937
4577790,5500,-73.98648341,40.73362982,https://www.streeteasy.com/rental/4577790
4577775,6000,-73.98648341,40.73362982,https://www.streeteasy.com/rental/4577775
4576114,3400,-73.9858017,40.73880005,https://www.streeteasy.com/rental/4576114
4574662,5800,-73.98390198,40.73630142,https://www.streeteasy.com/rental/4574662
4574658,9850,-73.98390198,40.73630142,https://www.streeteasy.com/rental/4574658
4574559,9000,-73.98179626,40.73809814,https://www.streeteasy.com/rental/4574559
4573098,33000,-73.98609924,40.73860168,https://www.streeteasy.com/rental/4573098
4571526,12000,-73.98406219,40.73601151,https://www.streeteasy.com/rental/4571526
4569773,4250,-73.98300171,40.73839951,https://www.streeteasy.com/rental/4569773
4565094,16000,-73.98349762,40.73770142,https://www.streeteasy.com/rental/4565094
4565054,2750,-73.98254927,40.7379166,https://www.streeteasy.com/rental/4565054
4564654,3750,-73.98320007,40.73189926,https://www.streeteasy.com/rental/4564654
4558394,3750,-73.98648341,40.73362982,https://www.streeteasy.com/rental/4558394
4557772,6250,-73.9827373,40.73644818,https://www.streeteasy.com/rental/4557772
4553623,2650,-73.98595293,40.73392345,https://www.streeteasy.com/rental/4553623
4551224,7000,-73.97944626,40.73695542,https://www.streeteasy.com/rental/4551224
4548000,2695,-73.98000583,40.73607446,https://www.streeteasy.com/rental/4548000
4546597,9000,-73.98811394,40.73594932,https://www.streeteasy.com/rental/4546597
4541060,2595,-73.98455912,40.73830939,https://www.streeteasy.com/rental/4541060
4541057,4150,-73.98455912,40.73830939,https://www.streeteasy.com/rental/4541057
4522247,7000,-73.98919678,40.73450089,https://www.streeteasy.com/rental/4522247
4504083,13950,-73.98370463,40.7353367,https://www.streeteasy.com/rental/4504083
4500938,29950,-73.98350972,40.73554802,https://www.streeteasy.com/rental/4500938
4497710,6300,-73.98455912,40.73830939,https://www.streeteasy.com/rental/4497710
4485380,14500,-73.98406612,40.73260298,https://www.streeteasy.com/rental/4485380
4472558,12000,-73.98434297,40.73676681,https://www.streeteasy.com/rental/4472558
4458477,7495,-73.98370361,40.73469925,https://www.streeteasy.com/rental/4458477
4415588,21000,-73.98609924,40.73860168,https://www.streeteasy.com/rental/4415588
4400695,30000,-73.98470306,40.73500061,https://www.streeteasy.com/rental/4400695
4598153,1800,-73.94435028,40.82355669,https://www.streeteasy.com/rental/4598153
4597009,2033,-73.9464035,40.82410049,https://www.streeteasy.com/rental/4597009
4596963,2650,-73.94145586,40.82799346,https://www.streeteasy.com/rental/4596963
4596957,2300,-73.95386625,40.81989395,https://www.streeteasy.com/rental/4596957
4595806,2940,-73.95346149,40.82005023,https://www.streeteasy.com/rental/4595806
4595800,3050,-73.95373622,40.81984175,https://www.streeteasy.com/rental/4595800
4594945,2960,-73.9557148,40.82181598,https://www.streeteasy.com/rental/4594945
4594931,3540,-73.9522535,40.82179813,https://www.streeteasy.com/rental/4594931
4592015,2300,-73.95398905,40.81994615,https://www.streeteasy.com/rental/4592015
4591569,2095,-73.94555095,40.8266286,https://www.streeteasy.com/rental/4591569
4589355,1900,-73.94819641,40.82820129,https://www.streeteasy.com/rental/4589355
4588914,1825,-73.94189238,40.82880063,https://www.streeteasy.com/rental/4588914
4588443,2285,-73.95021151,40.82745412,https://www.streeteasy.com/rental/4588443
4588052,2324,-73.94949804,40.82960567,https://www.streeteasy.com/rental/4588052
4584616,2725,-73.95496261,40.82280378,https://www.streeteasy.com/rental/4584616
4582845,1750,-73.94477368,40.82711954,https://www.streeteasy.com/rental/4582845
4581729,4333,-73.94761317,40.82329198,https://www.streeteasy.com/rental/4581729
4578072,3000,-73.95162512,40.82139988,https://www.streeteasy.com/rental/4578072
4578008,1950,-73.94767993,40.82569364,https://www.streeteasy.com/rental/4578008
4577539,2400,-73.95185613,40.82670826,https://www.streeteasy.com/rental/4577539
4577444,4333,-73.95059631,40.82504443,https://www.streeteasy.com/rental/4577444
4574850,2950,-73.9476689,40.82592694,https://www.streeteasy.com/rental/4574850
4574743,4495,-73.95625321,40.82171463,https://www.streeteasy.com/rental/4574743
4573589,10000,-73.94251264,40.83024466,https://www.streeteasy.com/rental/4573589
4563679,2695,-73.94120026,40.82949829,https://www.streeteasy.com/rental/4563679
4560559,3012,-73.9557148,40.82181598,https://www.streeteasy.com/rental/4560559
4560536,5727,-73.9522535,40.82179813,https://www.streeteasy.com/rental/4560536
4553819,2725,-73.94654084,40.82232809,https://www.streeteasy.com/rental/4553819
4551791,2500,-73.94868767,40.8261552,https://www.streeteasy.com/rental/4551791
4541668,3500,-73.94334114,40.82482426,https://www.streeteasy.com/rental/4541668
4527900,2195,-73.95001539,40.82397648,https://www.streeteasy.com/rental/4527900
4520414,3450,-73.94970457,40.82887292,https://www.streeteasy.com/rental/4520414
4487843,3300,-73.94886017,40.82268321,https://www.streeteasy.com/rental/4487843
4450691,1965,-73.94310232,40.82522761,https://www.streeteasy.com/rental/4450691
4596689,3400,-73.89906578,40.83129349,https://www.streeteasy.com/rental/4596689
4554999,3600,-73.89900192,40.83051668,https://www.streeteasy.com/rental/4554999
4597701,3500,-73.91724126,40.70119074,https://www.streeteasy.com/rental/4597701
4597695,2185,-73.9231444,40.70182064,https://www.streeteasy.com/rental/4597695
4597585,3100,-73.91787532,40.70174838,https://www.streeteasy.com/rental/4597585
4597328,2600,-73.91611309,40.70352023,https://www.streeteasy.com/rental/4597328
4597252,2700,-73.91378536,40.70184969,https://www.streeteasy.com/rental/4597252
4597225,2775,-73.92433226,40.70067137,https://www.streeteasy.com/rental/4597225
4597146,2900,-73.93105028,40.69802414,https://www.streeteasy.com/rental/4597146
4597021,3400,-73.92840331,40.70129703,https://www.streeteasy.com/rental/4597021
4596757,3995,-73.90895589,40.69413866,https://www.streeteasy.com/rental/4596757
4596750,3600,-73.90895589,40.69413866,https://www.streeteasy.com/rental/4596750
4596600,3199,-73.93849933,40.6998207,https://www.streeteasy.com/rental/4596600
4596402,3500,-73.91685016,40.68800733,https://www.streeteasy.com/rental/4596402
4595834,1500,-73.90846774,40.68985094,https://www.streeteasy.com/rental/4595834
4595790,3600,-73.92026862,40.70597426,https://www.streeteasy.com/rental/4595790
4595598,2600,-73.9339365,40.69687578,https://www.streeteasy.com/rental/4595598
4595000,2900,-73.90646088,40.68354733,https://www.streeteasy.com/rental/4595000
4594866,2800,-73.90706112,40.69266321,https://www.streeteasy.com/rental/4594866
4594798,2275,-73.92935602,40.69393615,https://www.streeteasy.com/rental/4594798
4594750,3506,-73.93147226,40.69799146,https://www.streeteasy.com/rental/4594750
4594611,2500,-73.90611635,40.68753246,https://www.streeteasy.com/rental/4594611
4594078,2100,-73.91350576,40.68940744,https://www.streeteasy.com/rental/4594078
4593417,2300,-73.93017,40.69541,https://www.streeteasy.com/rental/4593417
4592969,2799,-73.91670724,40.68695872,https://www.streeteasy.com/rental/4592969
4590544,5200,-73.91627074,40.69860995,https://www.streeteasy.com/rental/4590544
4589909,2600,-73.91379865,40.69993934,https://www.streeteasy.com/rental/4589909
4589089,3750,-73.92843403,40.70292195,https://www.streeteasy.com/rental/4589089
4589082,2850,-73.92843403,40.70292195,https://www.streeteasy.com/rental/4589082
4589078,3218,-73.93540192,40.70209885,https://www.streeteasy.com/rental/4589078
4588534,2900,-73.92159641,40.70861838,https://www.streeteasy.com/rental/4588534
4588150,2700,-73.91439819,40.70230103,https://www.streeteasy.com/rental/4588150
4587570,2850,-73.92236307,40.69141744,https://www.streeteasy.com/rental/4587570
4586467,2300,-73.92132044,40.69795203,https://www.streeteasy.com/rental/4586467
4586454,2500,-73.92132044,40.69795203,https://www.streeteasy.com/rental/4586454
4584897,3100,-73.90701221,40.68895224,https://www.streeteasy.com/rental/4584897
4582946,3000,-73.90422078,40.69180451,https://www.streeteasy.com/rental/4582946
4582713,2600,-73.91923434,40.70228183,https://www.streeteasy.com/rental/4582713
4582044,1600,-73.93249768,40.69678437,https://www.streeteasy.com/rental/4582044
4581550,3250,-73.91885447,40.70028611,https://www.streeteasy.com/rental/4581550
4581465,2850,-73.91971964,40.68862694,https://www.streeteasy.com/rental/4581465
4580547,2400,-73.9294287,40.70022172,https://www.streeteasy.com/rental/4580547
4579314,3995,-73.90590698,40.68769423,https://www.streeteasy.com/rental/4579314
4579158,2699,-73.91068837,40.68492033,https://www.streeteasy.com/rental/4579158
4575086,3250,-73.9199312,40.69561253,https://www.streeteasy.com/rental/4575086
4574826,3300,-73.90984313,40.69138087,https://www.streeteasy.com/rental/4574826
4573978,4000,-73.93811668,40.70021848,https://www.streeteasy.com/rental/4573978
4573513,3049,-73.93849933,40.6998207,https://www.streeteasy.com/rental/4573513
4572318,3750,-73.91363099,40.69294829,https://www.streeteasy.com/rental/4572318
4568484,3700,-73.91197373,40.691786,https://www.streeteasy.com/rental/4568484
4568202,2499,-73.91604573,40.70259245,https://www.streeteasy.com/rental/4568202
4562666,2445,-73.9228852,40.70452955,https://www.streeteasy.com/rental/4562666
4560411,2700,-73.92169952,40.69070053,https://www.streeteasy.com/rental/4560411
4555666,1700,-73.91568641,40.69868638,https://www.streeteasy.com/rental/4555666
4548990,2699,-73.90966395,40.69054906,https://www.streeteasy.com/rental/4548990
4524561,2700,-73.91839746,40.7024075,https://www.streeteasy.com/rental/4524561
4523705,1400,-73.93347495,40.69681513,https://www.streeteasy.com/rental/4523705
4503737,3800,-73.92382066,40.69706166,https://www.streeteasy.com/rental/4503737
4478548,3500,-73.91029716,40.69698055,https://www.streeteasy.com/rental/4478548
4595131,2400,-73.86305554,40.75803787,https://www.streeteasy.com/rental/4595131
4586272,3100,-73.86395826,40.75806143,https://www.streeteasy.com/rental/4586272
4568562,1850,-73.8721445,40.75804557,https://www.streeteasy.com/rental/4568562
4595711,1800,-73.89642739,40.83160405,https://www.streeteasy.com/rental/4595711
4581322,2400,-73.89511585,40.83148484,https://www.streeteasy.com/rental/4581322
4596038,4700,-73.8117982,40.79161061,https://www.streeteasy.com/rental/4596038
4571375,2100,-73.80677141,40.78155105,https://www.streeteasy.com/rental/4571375
4565777,3000,-73.81704666,40.79122656,https://www.streeteasy.com/rental/4565777
4597870,4500,-73.97648408,40.74614977,https://www.streeteasy.com/rental/4597870
4597380,2400,-73.97149658,40.74919891,https://www.streeteasy.com/rental/4597380
4597227,9000,-73.97180176,40.74520111,https://www.streeteasy.com/rental/4597227
4596650,4100,-73.97122965,40.74569021,https://www.streeteasy.com/rental/4596650
4596529,2500,-73.97716969,40.74640792,https://www.streeteasy.com/rental/4596529
4596418,3495,-73.97250366,40.74850082,https://www.streeteasy.com/rental/4596418
4596077,2995,-73.97769928,40.74779892,https://www.streeteasy.com/rental/4596077
4595935,11000,-73.9714,40.7474,https://www.streeteasy.com/rental/4595935
4595613,3850,-73.97850037,40.74620056,https://www.streeteasy.com/rental/4595613
4595480,3471,-73.97200012,40.74440002,https://www.streeteasy.com/rental/4595480
4595254,2995,-73.97753304,40.74983069,https://www.streeteasy.com/rental/4595254
4594217,4600,-73.97630395,40.74526593,https://www.streeteasy.com/rental/4594217
4594128,4400,-73.97270203,40.74629974,https://www.streeteasy.com/rental/4594128
4593376,4300,-73.97879791,40.74810028,https://www.streeteasy.com/rental/4593376
4593335,4350,-73.97360229,40.74739838,https://www.streeteasy.com/rental/4593335
4593238,3350,-73.97360229,40.74739838,https://www.streeteasy.com/rental/4593238
4593142,7200,-73.97589874,40.74850082,https://www.streeteasy.com/rental/4593142
4592985,3950,-73.97180176,40.74520111,https://www.streeteasy.com/rental/4592985
4592788,2700,-73.97049713,40.74869919,https://www.streeteasy.com/rental/4592788
4592631,5600,-73.97701729,40.74880131,https://www.streeteasy.com/rental/4592631
4592502,4000,-73.97399902,40.74670029,https://www.streeteasy.com/rental/4592502
4592359,3800,-73.97090149,40.7478981,https://www.streeteasy.com/rental/4592359
4592338,5800,-73.97669983,40.74710083,https://www.streeteasy.com/rental/4592338
4592132,5900,-73.97701729,40.74880131,https://www.streeteasy.com/rental/4592132
4592043,4650,-73.98220062,40.74760056,https://www.streeteasy.com/rental/4592043
4592020,5450,-73.98220062,40.74760056,https://www.streeteasy.com/rental/4592020
4591845,5300,-73.9770652,40.74590561,https://www.streeteasy.com/rental/4591845
4591706,4500,-73.97850037,40.74620056,https://www.streeteasy.com/rental/4591706
4591534,3200,-73.97850037,40.74620056,https://www.streeteasy.com/rental/4591534
4591506,4400,-73.97781199,40.74671271,https://www.streeteasy.com/rental/4591506
4591465,2800,-73.97090149,40.7478981,https://www.streeteasy.com/rental/4591465
4591011,2900,-73.974051,40.74779884,https://www.streeteasy.com/rental/4591011
4590753,2895,-73.98007814,40.74766555,https://www.streeteasy.com/rental/4590753
4587094,3500,-73.97589874,40.7458992,https://www.streeteasy.com/rental/4587094
4586472,3450,-73.97049713,40.74869919,https://www.streeteasy.com/rental/4586472
4585948,3495,-73.97716969,40.74640792,https://www.streeteasy.com/rental/4585948
4585804,2595,-73.97699738,40.7466011,https://www.streeteasy.com/rental/4585804
4583522,5300,-73.98020172,40.74810028,https://www.streeteasy.com/rental/4583522
4582827,4200,-73.97122965,40.74569021,https://www.streeteasy.com/rental/4582827
4582783,4900,-73.97122965,40.74569021,https://www.streeteasy.com/rental/4582783
4582167,3900,-73.97737446,40.74919388,https://www.streeteasy.com/rental/4582167
4581786,4195,-73.97365372,40.74853984,https://www.streeteasy.com/rental/4581786
4581078,5900,-73.97850037,40.74620056,https://www.streeteasy.com/rental/4581078
4580685,3800,-73.97270203,40.74629974,https://www.streeteasy.com/rental/4580685
4579404,3200,-73.97399902,40.74670029,https://www.streeteasy.com/rental/4579404
4579204,2200,-73.97370148,40.7466011,https://www.streeteasy.com/rental/4579204
4577796,13500,-73.98022985,40.74724289,https://www.streeteasy.com/rental/4577796
4577407,4600,-73.97370148,40.74919891,https://www.streeteasy.com/rental/4577407
4574977,5250,-73.97928782,40.74749249,https://www.streeteasy.com/rental/4574977
4574578,3600,-73.97669983,40.74710083,https://www.streeteasy.com/rental/4574578
4573543,6000,-73.97180176,40.74520111,https://www.streeteasy.com/rental/4573543
4573467,4900,-73.97737446,40.74919388,https://www.streeteasy.com/rental/4573467
4573049,2275,-73.97365075,40.74692318,https://www.streeteasy.com/rental/4573049
4572716,3450,-73.97571538,40.74614412,https://www.streeteasy.com/rental/4572716
4572696,3650,-73.97571538,40.74614412,https://www.streeteasy.com/rental/4572696
4571271,3500,-73.97969818,40.75019836,https://www.streeteasy.com/rental/4571271
4570505,3325,-73.97360229,40.74739838,https://www.streeteasy.com/rental/4570505
