daysOnMarket,availableFrom,price,zip,beds,baths,latitude,longitude,hasVideo,PhotosNum,Number of Households,Median Household Income,Per Capita Income,Total Income Distribution,Median Gross Rent,Median Home Value,Occupied Housing Units,Vacant Housing Units,"Owner-Occupied Units (value < $100,000)",Monthly Housing Costs,Precinct,schools_in_precinct,nearby_subway_stations,crime_rate,precinct_safety_rank,Median Age_ratio,Male Population_ratio,Female Population_ratio,White Alone_ratio,Black or African American Alone_ratio,Asian Alone_ratio,Hispanic or Latino_ratio,Population Below Poverty Level_ratio,Employed_ratio,Unemployed_ratio,High School Graduate (Age 25+)_ratio,Bachelor’s Degree (Age 25+)_ratio,Graduate or Professional Degree (Age 25+)_ratio,Never Married_ratio,Currently Married_ratio,Divorced_ratio,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,propertyType_condo,propertyType_coop,propertyType_house,propertyType_rental,propertyType_townhouse,street_number,year_available,month_available,day_available
1.0,2024-11-25,5600.0,10013,1,1.0,40.71760178,-73.99810028,1,10,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,18,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,114.0,2024,11,25
6.0,2024-11-20,2875.0,10013,1,1.0,40.71777415,-73.99846685,1,4,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,18,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,117.0,2024,11,20
8.0,2024-11-18,7500.0,10013,3,2.0,40.71979904,-73.99639893,1,14,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,21,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,167.0,2024,11,18
10.0,2024-11-16,3200.0,10013,2,1.0,40.71822425,-73.99661622,1,9,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,21,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,124.0,2024,11,16
13.0,2024-12-01,5430.0,10013,2,1.0,40.71914372,-73.99604259,1,5,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,18,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,212.0,2024,12,1
11.0,2024-11-13,2700.0,10013,2,1.0,40.7181776,-73.9971357,1,7,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,21,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,123.0,2024,11,13
13.0,2024-11-13,4000.0,10013,3,1.0,40.71948682,-73.99604257,1,12,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,18,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,158.0,2024,11,13
21.0,2024-11-10,3040.0,10013,2,1.0,40.71925357,-73.99850289,1,5,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,21,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,150.0,2024,11,10
22.0,2025-01-01,9500.0,10013,1,1.0,40.72019958,-73.9980011,1,12,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,24,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,1,0,0,0,240.0,2025,1,1
25.0,2024-12-01,3666.0,10013,2,1.0,40.71986014,-73.99737733,1,5,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,21,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,165.0,2024,12,1
26.0,2024-12-01,40000.0,10013,3,3.0,40.71994798,-73.99764067,1,14,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,21,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,1,0,0,4.0,2024,12,1
34.0,2023-12-01,4790.0,10013,1,1.0,40.71979427,-73.99740258,1,7,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,21,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,0,0,0,1,0,163.0,2023,12,1
43.0,2024-10-18,3750.0,10013,1,1.0,40.71778781,-73.99591641,1,10,12753.0,150675.0,157378.0,12753.0,2113.0,2000001.0,12753.0,2770.0,0.0,2831.0,5,15,15,0.8865786487677311,14,0.0013648864292262,0.4972668319016738,0.5027331680983261,0.5778358741045054,0.0327301123824398,0.2969816317522833,0.0830815197093674,0.0937765253115132,0.5398770923165722,0.0249889654704104,0.0609106033341255,0.3243812175330187,0.0172817709571181,0.1938342443893661,0.2082979662513156,0.0194547244762842,0,1,0,0,1,0,0,0,0,80.0,2024,10,18
